"Country","Year","FoodCode","FoodName","AgeClass","SourceAgeClass","Gender","Number_of_consumers","Consumers_Mean","Consumers_Median","Consumers_P05__g_day_","Consumers_P90__g_day_","Consumers_P95__g_day_","Consumers_P975__g_day_","Consumers_Standard_deviation__g_day_","Number_of_subjects","Total_Mean","Total_Median","Total_P05__g_day_","Total_P90__g_day_","Total_P95__g_day_","Total_P975__g_day_","Total_Standard_deviation__g_day_","Intake_Unit"
"France","2014","A030S","Cheese, buche de chevre","Infants and Toddlers","Toddlers","Male","4","0.95","1.11","0.42","-1","1.28","1.29","0.45","72","0.05","0","0","-1","0.52","1.13","0.24","g/kg.bw/day"
"France","2014","A030Y","Cheese, reblochon","Infants and Toddlers","Toddlers","Female","1","1.37","1.37","1.37","-1","1.37","1.37","0","67","0.02","0","0","-1","0","0","0.17","g/kg.bw/day"
"France","2014","A030Y","Cheese, reblochon","Infants and Toddlers","Toddlers","Male","2","0.5","0.5","0.3","-1","0.7","0.71","0.32","72","0.01","0","0","-1","0","0.32","0.09","g/kg.bw/day"
"France","2014","A02RH","Soft - ripened cheese","Infants and Toddlers","Toddlers","Female","1","0.51","0.51","0.51","-1","0.51","0.51","0","67","0.01","0","0","-1","0","0","0.06","g/kg.bw/day"
"France","2014","A02RH","Soft - ripened cheese","Infants and Toddlers","Toddlers","Male","2","0.57","0.57","0.32","-1","0.83","0.84","0.4","72","0.02","0","0","-1","0","0.34","0.11","g/kg.bw/day"
"France","2014","A02RJ","Soft-ripened washed-rind cheese (limburger type)","Infants and Toddlers","Toddlers","Female","2","0.61","0.61","0.61","-1","0.62","0.62","0.01","67","0.02","0","0","-1","0","0.61","0.11","g/kg.bw/day"
"France","2014","A02RN","Cheese, munster","Infants and Toddlers","Toddlers","Female","1","0.5","0.5","0.5","-1","0.5","0.5","0","67","0.01","0","0","-1","0","0","0.06","g/kg.bw/day"
"France","2014","A02RT","Soft-ripened cheese with bloomy rind (white mould) (brie, camembert type)","Infants and Toddlers","Toddlers","Female","1","0.57","0.57","0.57","-1","0.57","0.57","0","67","0.01","0","0","-1","0","0","0.07","g/kg.bw/day"
"France","2007","A022T","Ham, pork","Adults and Elderly","Very elderly","Female","6","0.17","0.09","0.06","-1","0.44","0.49","0.19","44","0.02","0","0","-1","0.12","0.18","0.09","g/kg.bw/day"
"France","2007","A022T","Ham, pork","Adults and Elderly","Very elderly","Male","8","0.18","0.17","0.05","-1","0.34","0.34","0.13","40","0.04","0","0","-1","0.29","0.34","0.09","g/kg.bw/day"
"France","2007","A022X","Bacon","Adults and Elderly","Very elderly","Female","12","0.1","0.05","0.02","-1","0.35","0.47","0.16","44","0.03","0","0","-1","0.1","0.16","0.09","g/kg.bw/day"
"France","2007","A022X","Bacon","Adults and Elderly","Very elderly","Male","13","0.06","0.04","0.01","-1","0.14","0.16","0.05","40","0.02","0","0","-1","0.09","0.12","0.04","g/kg.bw/day"
"France","2007","A022R","Raw cured (or seasoned) meat","Adults and Elderly","Very elderly","Female","1","0.06","0.06","0.06","-1","0.06","0.06","0","44","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A024G","Fresh raw sausages","Adults and Elderly","Very elderly","Female","5","0.03","0.02","0.02","-1","0.05","0.05","0.01","44","0","0","0","-1","0.03","0.03","0.01","g/kg.bw/day"
"France","2007","A024G","Fresh raw sausages","Adults and Elderly","Very elderly","Male","3","0.02","0.03","0.02","-1","0.03","0.03","0.01","40","0","0","0","-1","0.02","0.03","0.01","g/kg.bw/day"
"France","2007","A024J","Fresh spiced sausages in casing","Adults and Elderly","Very elderly","Female","2","0.04","0.04","0.03","-1","0.04","0.04","0","44","0","0","0","-1","0","0.04","0.01","g/kg.bw/day"
"France","2007","A024J","Fresh spiced sausages in casing","Adults and Elderly","Very elderly","Male","5","0.06","0.03","0.02","-1","0.14","0.15","0.06","40","0.01","0","0","-1","0.03","0.06","0.03","g/kg.bw/day"
"France","2007","A024V","Cured ripened raw sausages","Adults and Elderly","Very elderly","Female","7","0.15","0.07","0.02","-1","0.49","0.57","0.22","44","0.02","0","0","-1","0.13","0.17","0.1","g/kg.bw/day"
"France","2007","A024V","Cured ripened raw sausages","Adults and Elderly","Very elderly","Male","17","0.12","0.08","0.02","-1","0.36","0.43","0.13","40","0.05","0","0","-1","0.23","0.33","0.1","g/kg.bw/day"
"France","2007","A024X","Salami-type sausage","Adults and Elderly","Very elderly","Female","1","0.03","0.03","0.03","-1","0.03","0.03","0","44","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A024X","Salami-type sausage","Adults and Elderly","Very elderly","Male","2","0.03","0.03","0.02","-1","0.03","0.03","0.01","40","0","0","0","-1","0.02","0.03","0.01","g/kg.bw/day"
"France","2007","A025C","Chorizo and similar","Adults and Elderly","Very elderly","Male","1","0.02","0.02","0.02","-1","0.02","0.02","0","40","0","0","0","-1","0","0.02","0","g/kg.bw/day"
"France","2007","A026A","Pre-cooked sausages to be cooked before consumption","Adults and Elderly","Very elderly","Female","1","0.22","0.22","0.22","-1","0.22","0.22","0","44","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2007","A026A","Pre-cooked sausages to be cooked before consumption","Adults and Elderly","Very elderly","Male","1","0.32","0.32","0.32","-1","0.32","0.32","0","40","0.01","0","0","-1","0","0.32","0.05","g/kg.bw/day"
"France","2007","A026B","Frankfurt-type sausage","Adults and Elderly","Very elderly","Female","5","0.08","0.08","0.05","-1","0.12","0.13","0.03","44","0.01","0","0","-1","0.08","0.09","0.03","g/kg.bw/day"
"France","2007","A026B","Frankfurt-type sausage","Adults and Elderly","Very elderly","Male","3","0.14","0.12","0.08","-1","0.21","0.22","0.08","40","0.01","0","0","-1","0.1","0.15","0.04","g/kg.bw/day"
"France","2007","A026H","Cervelat (swiss type)","Adults and Elderly","Very elderly","Female","1","0.1","0.1","0.1","-1","0.1","0.1","0","44","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2007","A026H","Cervelat (swiss type)","Adults and Elderly","Very elderly","Male","1","0.06","0.06","0.06","-1","0.06","0.06","0","40","0","0","0","-1","0","0.06","0.01","g/kg.bw/day"
"France","2007","A0EYP","Preserved or partly preserved sausages","Adults and Elderly","Very elderly","Female","11","0.1","0.1","0.02","-1","0.24","0.26","0.09","44","0.03","0","0","-1","0.15","0.21","0.06","g/kg.bw/day"
"France","2007","A0EYP","Preserved or partly preserved sausages","Adults and Elderly","Very elderly","Male","10","0.16","0.13","0.02","-1","0.39","0.42","0.14","40","0.04","0","0","-1","0.24","0.34","0.1","g/kg.bw/day"
"France","2007","A00KF","Melons","Adults and Elderly","Very elderly","Male","1","0.53","0.53","0.53","-1","0.53","0.53","0","40","0.01","0","0","-1","0","0.53","0.08","g/kg.bw/day"
"France","2007","A00KJ","Watermelons","Adults and Elderly","Very elderly","Male","1","0.35","0.35","0.35","-1","0.35","0.35","0","40","0.01","0","0","-1","0","0.35","0.06","g/kg.bw/day"
"France","2007","A00KH","Pumpkins","Adults and Elderly","Very elderly","Female","12","0.07","0.04","0.02","-1","0.22","0.24","0.08","44","0.02","0","0","-1","0.1","0.18","0.05","g/kg.bw/day"
"France","2007","A00KH","Pumpkins","Adults and Elderly","Very elderly","Male","5","0.07","0.03","0.01","-1","0.19","0.21","0.09","40","0.01","0","0","-1","0.04","0.08","0.04","g/kg.bw/day"
"France","2007","A00JD","Aubergines","Adults and Elderly","Very elderly","Female","6","0.11","0.1","0.05","-1","0.17","0.18","0.05","44","0.01","0","0","-1","0.12","0.16","0.04","g/kg.bw/day"
"France","2007","A00JD","Aubergines","Adults and Elderly","Very elderly","Male","4","0.06","0.07","0.02","-1","0.09","0.09","0.04","40","0.01","0","0","-1","0.07","0.09","0.02","g/kg.bw/day"
"France","2007","A00JA","Sweet peppers","Adults and Elderly","Very elderly","Female","10","0.11","0.07","0.02","-1","0.31","0.35","0.11","44","0.02","0","0","-1","0.11","0.23","0.07","g/kg.bw/day"
"France","2007","A00JA","Sweet peppers","Adults and Elderly","Very elderly","Male","8","0.07","0.06","0.02","-1","0.15","0.16","0.05","40","0.01","0","0","-1","0.08","0.1","0.03","g/kg.bw/day"
"France","2007","A00HY","Cherry tomatoes","Adults and Elderly","Very elderly","Female","1","0.05","0.05","0.05","-1","0.05","0.05","0","44","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A0DMX","Tomatoes","Adults and Elderly","Very elderly","Female","38","0.41","0.26","0.05","-1","1.02","1.16","0.35","44","0.36","0.22","0","-1","1","1.15","0.35","g/kg.bw/day"
"France","2007","A0DMX","Tomatoes","Adults and Elderly","Very elderly","Male","31","0.52","0.2","0.09","-1","1.31","1.7","0.59","40","0.4","0.19","0","-1","1.31","1.37","0.56","g/kg.bw/day"
"France","2007","A00KP","Sweet corn","Adults and Elderly","Very elderly","Female","3","0.08","0.1","0.06","-1","0.1","0.1","0.03","44","0.01","0","0","-1","0.08","0.1","0.02","g/kg.bw/day"
"France","2007","A00KP","Sweet corn","Adults and Elderly","Very elderly","Male","6","0.12","0.09","0.04","-1","0.28","0.3","0.11","40","0.02","0","0","-1","0.1","0.16","0.06","g/kg.bw/day"
"France","2007","A00TP","Cultivated fungi and similar-","Adults and Elderly","Very elderly","Female","15","0.28","0.22","0.04","-1","0.66","0.88","0.26","44","0.1","0","0","-1","0.42","0.47","0.2","g/kg.bw/day"
"France","2007","A00TP","Cultivated fungi and similar-","Adults and Elderly","Very elderly","Male","14","0.13","0.08","0.01","-1","0.33","0.35","0.12","40","0.04","0","0","-1","0.25","0.32","0.09","g/kg.bw/day"
"France","2007","A00TQ","Common mushrooms","Adults and Elderly","Very elderly","Female","6","0.04","0.02","0.01","-1","0.1","0.11","0.04","44","0.01","0","0","-1","0.03","0.05","0.02","g/kg.bw/day"
"France","2007","A00TQ","Common mushrooms","Adults and Elderly","Very elderly","Male","3","0.11","0.14","0.02","-1","0.18","0.18","0.09","40","0.01","0","0","-1","0.1","0.16","0.04","g/kg.bw/day"
"France","2007","A00VV","Basil","Adults and Elderly","Very elderly","Female","5","0","0","0","-1","0.01","0.01","0.01","44","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A00VV","Basil","Adults and Elderly","Very elderly","Male","1","0","0","0","-1","0","0","0","40","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A00XZ","Mints","Adults and Elderly","Very elderly","Male","1","0","0","0","-1","0","0","0","40","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A00XA","Celery leaves","Adults and Elderly","Very elderly","Female","7","0.06","0.01","0","-1","0.2","0.2","0.09","44","0.01","0","0","-1","0.03","0.17","0.04","g/kg.bw/day"
"France","2007","A00XA","Celery leaves","Adults and Elderly","Very elderly","Male","10","0.07","0.02","0","-1","0.25","0.27","0.1","40","0.02","0","0","-1","0.13","0.19","0.06","g/kg.bw/day"
"France","2014","A01MN","Jam, strawberries","Infants and Toddlers","Toddlers","Female","3","0.32","0.38","0.18","-1","0.41","0.41","0.14","67","0.01","0","0","-1","0","0.36","0.07","g/kg.bw/day"
"France","2014","A01MN","Jam, strawberries","Infants and Toddlers","Toddlers","Male","5","0.27","0.28","0.15","-1","0.45","0.47","0.14","72","0.02","0","0","-1","0.18","0.28","0.08","g/kg.bw/day"
"France","2014","A01MQ","Jam, blackberries","Infants and Toddlers","Toddlers","Male","1","0.29","0.29","0.29","-1","0.29","0.29","0","72","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2014","A01NA","Jam, apricots","Infants and Toddlers","Toddlers","Female","1","0.09","0.09","0.09","-1","0.09","0.09","0","67","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A01NA","Jam, apricots","Infants and Toddlers","Toddlers","Male","3","0.35","0.24","0.15","-1","0.62","0.64","0.28","72","0.01","0","0","-1","0","0.22","0.08","g/kg.bw/day"
"France","2014","A01NB","Jam, plums","Infants and Toddlers","Toddlers","Female","1","0.28","0.28","0.28","-1","0.28","0.28","0","67","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2014","A01NC","Jam, peaches","Infants and Toddlers","Toddlers","Female","1","0.35","0.35","0.35","-1","0.35","0.35","0","67","0.01","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2014","A01NC","Jam, peaches","Infants and Toddlers","Toddlers","Male","1","0.08","0.08","0.08","-1","0.08","0.08","0","72","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A01ND","Jam, sweet cherry","Infants and Toddlers","Toddlers","Female","1","0.42","0.42","0.42","-1","0.42","0.42","0","67","0.01","0","0","-1","0","0","0.05","g/kg.bw/day"
"France","2014","A01ND","Jam, sweet cherry","Infants and Toddlers","Toddlers","Male","1","0.17","0.17","0.17","-1","0.17","0.17","0","72","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A01NH","Jam, mixed fruit","Infants and Toddlers","Toddlers","Female","1","0.3","0.3","0.3","-1","0.3","0.3","0","67","0","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2014","A01NH","Jam, mixed fruit","Infants and Toddlers","Toddlers","Male","2","0.59","0.59","0.22","-1","0.96","0.98","0.58","72","0.02","0","0","-1","0","0.26","0.12","g/kg.bw/day"
"France","2014","A01PC","Canned or jarred mixed fruit","Infants and Toddlers","Toddlers","Female","1","2.56","2.56","2.56","-1","2.56","2.56","0","67","0.04","0","0","-1","0","0","0.31","g/kg.bw/day"
"France","2014","A01BQ","Table olives ready for consumption","Infants and Toddlers","Toddlers","Female","2","0.55","0.55","0.29","-1","0.8","0.81","0.4","67","0.02","0","0","-1","0","0.36","0.11","g/kg.bw/day"
"France","2014","A01BQ","Table olives ready for consumption","Infants and Toddlers","Toddlers","Male","4","0.43","0.45","0.14","-1","0.68","0.68","0.28","72","0.02","0","0","-1","0.16","0.51","0.11","g/kg.bw/day"
"France","2014","A03BN","Fruit juice concentrates","Infants and Toddlers","Toddlers","Female","1","0.02","0.02","0.02","-1","0.02","0.02","0","67","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A03BN","Fruit juice concentrates","Infants and Toddlers","Toddlers","Male","1","0.02","0.02","0.02","-1","0.02","0.02","0","72","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A01BK","Coconut milk (cocos nucifera) liquid","Infants and Toddlers","Toddlers","Female","1","0.49","0.49","0.49","-1","0.49","0.49","0","67","0.01","0","0","-1","0","0","0.06","g/kg.bw/day"
"France","2014","A0BX9","Fruit / vegetable juices and nectars","Infants and Toddlers","Toddlers","Female","4","5.51","4.8","2.28","-1","9.72","10.02","3.67","67","0.33","0","0","-1","2.68","5.53","1.54","g/kg.bw/day"
"France","2014","A0BX9","Fruit / vegetable juices and nectars","Infants and Toddlers","Toddlers","Male","2","1.4","1.4","0.92","-1","1.89","1.91","0.76","72","0.04","0","0","-1","0","0.97","0.25","g/kg.bw/day"
"France","2014","A0BY4","Fruit juices (100% from named source)","Infants and Toddlers","Toddlers","Female","1","3.15","3.15","3.15","-1","3.15","3.15","0","67","0.05","0","0","-1","0","0","0.38","g/kg.bw/day"
"France","2014","A039M","Juice, apple","Infants and Toddlers","Toddlers","Female","4","4.73","5.24","1.16","-1","7.58","7.76","3.1","67","0.28","0","0","-1","2.67","5.38","1.31","g/kg.bw/day"
"France","2014","A02RT","Soft-ripened cheese with bloomy rind (white mould) (brie, camembert type)","Infants and Toddlers","Toddlers","Male","2","0.93","0.93","0.68","-1","1.18","1.2","0.39","72","0.03","0","0","-1","0","0.71","0.16","g/kg.bw/day"
"France","2014","A02RV","Cheese, brie","Infants and Toddlers","Toddlers","Female","2","1.27","1.27","1.1","-1","1.45","1.46","0.27","67","0.04","0","0","-1","0","1.15","0.22","g/kg.bw/day"
"France","2014","A02RV","Cheese, brie","Infants and Toddlers","Toddlers","Male","1","0.45","0.45","0.45","-1","0.45","0.45","0","72","0.01","0","0","-1","0","0","0.05","g/kg.bw/day"
"France","2014","A02RX","Cheese, camembert","Infants and Toddlers","Toddlers","Female","3","0.61","0.56","0.3","-1","0.96","0.98","0.37","67","0.03","0","0","-1","0","0.52","0.14","g/kg.bw/day"
"France","2014","A02RX","Cheese, camembert","Infants and Toddlers","Toddlers","Male","5","0.66","0.58","0.42","-1","0.95","0.97","0.25","72","0.05","0","0","-1","0.48","0.73","0.18","g/kg.bw/day"
"France","2014","A02SA","Cheese, coulommiers","Infants and Toddlers","Toddlers","Female","3","1.33","1.33","0.46","-1","2.21","2.26","0.97","67","0.06","0","0","-1","0","1.22","0.33","g/kg.bw/day"
"France","2014","A02PX","Custard","Infants and Toddlers","Toddlers","Female","17","4.35","3.33","1.83","-1","9.18","10.34","2.58","67","1.1","0","0","-1","5.65","7.14","2.29","g/kg.bw/day"
"France","2014","A02PX","Custard","Infants and Toddlers","Toddlers","Male","17","5.1","3.7","1.85","-1","11.98","13.49","3.55","72","1.2","0","0","-1","6.83","8.25","2.75","g/kg.bw/day"
"France","2014","A02PY","Starchy pudding","Infants and Toddlers","Toddlers","Female","4","4.25","4.41","0.76","-1","7.52","7.59","3.46","67","0.25","0","0","-1","1.31","5.51","1.26","g/kg.bw/day"
"France","2014","A02PY","Starchy pudding","Infants and Toddlers","Toddlers","Male","5","2.99","3.02","2.61","-1","3.32","3.32","0.32","72","0.21","0","0","-1","2.81","3.15","0.77","g/kg.bw/day"
"France","2014","A02QA","Ice cream, milk-based","Infants and Toddlers","Toddlers","Female","7","1.07","0.95","0.54","-1","1.78","1.85","0.48","67","0.11","0","0","-1","0.95","1.26","0.36","g/kg.bw/day"
"France","2014","A02QA","Ice cream, milk-based","Infants and Toddlers","Toddlers","Male","12","1.07","1","0.27","-1","2.33","2.4","0.72","72","0.18","0","0","-1","1.34","1.7","0.49","g/kg.bw/day"
"France","2014","A02QD","Milkshakes","Infants and Toddlers","Toddlers","Female","1","5.82","5.82","5.82","-1","5.82","5.82","0","67","0.09","0","0","-1","0","0","0.71","g/kg.bw/day"
"France","2014","A02NE","Yoghurt","Infants and Toddlers","Toddlers","Female","3","3.45","3.36","3.22","-1","3.75","3.77","0.3","67","0.15","0","0","-1","0","3.34","0.72","g/kg.bw/day"
"France","2014","A02NE","Yoghurt","Infants and Toddlers","Toddlers","Male","3","4.41","3.5","2.85","-1","6.6","6.77","2.23","72","0.18","0","0","-1","0","3.36","0.96","g/kg.bw/day"
"France","2014","A02NF","Yoghurt, cow milk","Infants and Toddlers","Toddlers","Male","1","2.45","2.45","2.45","-1","2.45","2.45","0","72","0.03","0","0","-1","0","0","0.29","g/kg.bw/day"
"France","2014","A02NG","Yoghurt, cow milk, plain","Infants and Toddlers","Toddlers","Female","21","6.02","5","3.47","-1","9.92","10.91","2.51","67","1.89","0","0","-1","8.33","9.53","3.12","g/kg.bw/day"
"France","2014","A02NG","Yoghurt, cow milk, plain","Infants and Toddlers","Toddlers","Male","17","5.98","4.34","1.95","-1","14.26","15.4","4.35","72","1.41","0","0","-1","8.02","12.08","3.28","g/kg.bw/day"
"France","2014","A02NH","Yoghurt, cow milk, flavoured","Infants and Toddlers","Toddlers","Female","26","6.53","4.49","2.73","-1","11.4","21.77","6.79","67","2.54","0","0","-1","8.33","10.05","5.32","g/kg.bw/day"
"France","2014","A02NH","Yoghurt, cow milk, flavoured","Infants and Toddlers","Toddlers","Male","32","6.18","5.43","2.36","-1","11.62","12.94","3.55","72","2.75","0","0","-1","10.5","11.26","3.88","g/kg.bw/day"
"France","2014","A02NL","Yoghurt, sheep milk, flavoured","Infants and Toddlers","Toddlers","Male","1","4.3","4.3","4.3","-1","4.3","4.3","0","72","0.06","0","0","-1","0","0","0.51","g/kg.bw/day"
